file_path,route_path,file_role,owner,owner_type,status,primary_evidence,secondary_evidence,confidence,notes
"src\app\api\packages\route.ts","/api/packages","route","Platform Core","Platform","KNOWN","Platform API","API route","High","Platform core API"
"src\app\api\partner\activate\route.ts","/api/partner/activate","route","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\api\partner\activate\validate\route.ts","/api/partner/activate/validate","route","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\api\partner\documents\[applicationId]\route.ts","/api/partner/documents/[applicationId]","route","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\api\partner\documents\upload\route.ts","/api/partner/documents/upload","route","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\api\partner\leads\[id]\route.ts","/api/partner/leads/[id]","route","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\api\partner\leads\route.ts","/api/partner/leads","route","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\api\partner\register\route.ts","/api/partner/register","route","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\api\partner\verify\route.ts","/api/partner/verify","route","Partner Management","Platform","KNOWN","Service layer: @/services/partner-*","Layout: /partner","High","Platform partner management"
"src\app\api\payroll\employees\[employeeId]\detail\route.ts","/api/payroll/employees/[employeeId]/detail","route","HR/Payroll","Platform","KNOWN","Cross-product HR/Payroll","HR dashboard","High","Platform HR/payroll management"
"src\app\api\rule-management\rules\[ruleId]\route.ts","/api/rule-management/rules/[ruleId]","route","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\api\rule-management\rules\route.ts","/api/rule-management/rules","route","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\api\rule-management\simulate\route.ts","/api/rule-management/simulate","route","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\api\rule-management\simulations\route.ts","/api/rule-management/simulations","route","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\api\rule-management\workflows\[workflowId]\route.ts","/api/rule-management/workflows/[workflowId]","route","Workflows","Platform","KNOWN","Platform workflow engine","Workflow execution","High","Platform workflow engine"
"src\app\api\rule-management\workflows\route.ts","/api/rule-management/workflows","route","Workflows","Platform","KNOWN","Platform workflow engine","Workflow execution","High","Platform workflow engine"
"src\app\api\rules\[ruleId]\rollback\route.ts","/api/rules/[ruleId]/rollback","route","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\api\rules\[ruleId]\route.ts","/api/rules/[ruleId]","route","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\api\rules\[ruleId]\test\route.ts","/api/rules/[ruleId]/test","route","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\api\rules\[ruleId]\versions\route.ts","/api/rules/[ruleId]/versions","route","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\api\rules\approvals\route.ts","/api/rules/approvals","route","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\api\rules\route.ts","/api/rules","route","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; could be Platform Decision Engine or cross-product"
"src\app\api\tenant\context\route.ts","/api/tenant/context","route","Platform Core","Platform","KNOWN","Platform API","API route","High","Platform core API"
"src\app\api\test-upcoming\route.ts","/api/test-upcoming","route","Platform Core","Platform","KNOWN","Platform API","API route","High","Platform core API"
"src\app\api\test\auth-perf\auth-only\route.ts","/api/test/auth-perf/auth-only","route","Test/Debug","Platform","KNOWN","Test/debug endpoints","Development utilities","High","Platform test/debug utilities"
"src\app\api\test\auth-perf\auth-query\route.ts","/api/test/auth-perf/auth-query","route","Test/Debug","Platform","KNOWN","Test/debug endpoints","Development utilities","High","Platform test/debug utilities"
"src\app\api\test\recalculate-salary\route.ts","/api/test/recalculate-salary","route","Test/Debug","Platform","KNOWN","Test/debug endpoints","Development utilities","High","Platform test/debug utilities"
"src\app\api\tts\route.ts","/api/tts","route","Platform Core","Platform","KNOWN","Platform API","API route","High","Platform core API"
"src\app\api\users\route.ts","/api/users","route","Platform Core","Platform","KNOWN","Platform API","API route","High","Platform core API"
"src\app\api\v1\ai\action-approval\route.ts","/api/v1/ai/action-approval","route","Platform Core","Platform","KNOWN","Platform API","API route","High","Platform core API"
"src\app\api\v1\ai\coo-orchestrator\route.ts","/api/v1/ai/coo-orchestrator","route","Platform Core","Platform","KNOWN","Platform API","API route","High","Platform core API"
"src\app\api\v1\ai\telegram-webhook\route.ts","/api/v1/ai/telegram-webhook","route","Platform Core","Platform","KNOWN","Platform API","API route","High","Platform core API"
"src\app\api\v1\analytics\route.ts","/api/v1/analytics","route","Platform Core","Platform","KNOWN","Platform monitoring/analytics","Platform pages","High","Platform core utilities"
"src\app\api\v1\orders\route.ts","/api/v1/orders","route","Platform Core","Platform","KNOWN","Platform API","API route","High","Platform core API"
"src\app\api\v1\overview\route.ts","/api/v1/overview","route","Platform Core","Platform","KNOWN","Platform API","API route","High","Platform core API"
"src\app\api\waitlist\[entryId]\convert\route.ts","/api/waitlist/[entryId]/convert","route","Waitlist","Platform","KNOWN","Cross-product waitlist","Waitlist management","High","Platform waitlist management"
"src\app\api\waitlist\[entryId]\notifications\route.ts","/api/waitlist/[entryId]/notifications","route","Waitlist","Platform","KNOWN","Cross-product waitlist","Waitlist management","High","Platform waitlist management"
"src\app\api\waitlist\[entryId]\route.ts","/api/waitlist/[entryId]","route","Waitlist","Platform","KNOWN","Cross-product waitlist","Waitlist management","High","Platform waitlist management"
"src\app\api\waitlist\expire\route.ts","/api/waitlist/expire","route","Waitlist","Platform","KNOWN","Cross-product waitlist","Waitlist management","High","Platform waitlist management"
"src\app\api\waitlist\process-slot\route.ts","/api/waitlist/process-slot","route","Waitlist","Platform","KNOWN","Cross-product waitlist","Waitlist management","High","Platform waitlist management"
"src\app\api\waitlist\recalculate-positions\route.ts","/api/waitlist/recalculate-positions","route","Waitlist","Platform","KNOWN","Cross-product waitlist","Waitlist management","High","Platform waitlist management"
"src\app\api\waitlist\route.ts","/api/waitlist","route","Waitlist","Platform","KNOWN","Cross-product waitlist","Waitlist management","High","Platform waitlist management"
"src\app\api\waitlist\stats\route.ts","/api/waitlist/stats","route","Waitlist","Platform","KNOWN","Cross-product waitlist","Waitlist management","High","Platform waitlist management"
"src\app\api\webhooks\payment\route.ts","/api/webhooks/payment","route","Platform Core","Platform","KNOWN","Platform API","API route","High","Platform core API"
"src\app\api\workflows\[executionId]\route.ts","/api/workflows/[executionId]","route","Workflows","Platform","KNOWN","Platform workflow engine","Workflow execution","High","Platform workflow engine"
"src\app\api\workflows\execute\route.ts","/api/workflows/execute","route","Workflows","Platform","KNOWN","Platform workflow engine","Workflow execution","High","Platform workflow engine"
"src\app\api\workflows\route.ts","/api/workflows","route","Workflows","Platform","KNOWN","Platform workflow engine","Workflow execution","High","Platform workflow engine"
"src\app\beauty-spa\layout.tsx","/beauty-spa (layout)","layout","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; potential landing pages"
"src\app\beauty-spa\page.tsx","/beauty-spa","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; potential landing pages"
"src\app\bella-auto\rollback-demo\page.tsx","/bella-auto/rollback-demo","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","Conflicts with /automove; unclear relationship"
"src\app\bellaspa\page.tsx","/bellaspa","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; potential landing pages"
"src\app\book\page.tsx","/book","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","No product imports traced; potential landing pages"
"src\app\dashboard\accounting\chart-of-accounts\page.tsx","/dashboard/accounting/chart-of-accounts","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\accounting\error.tsx","/dashboard/accounting (error)","error","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\accounting\health\page.tsx","/dashboard/accounting/health","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\accounting\journals\[entryId]\page.tsx","/dashboard/accounting/journals/[entryId]","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\accounting\journals\page.tsx","/dashboard/accounting/journals","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\accounting\layout.tsx","/dashboard/accounting (layout)","layout","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\accounting\manual-entry\page.tsx","/dashboard/accounting/manual-entry","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\accounting\outbox\page.tsx","/dashboard/accounting/outbox","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\accounting\page.tsx","/dashboard/accounting","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\accounting\periods\page.tsx","/dashboard/accounting/periods","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\accounting\readiness\page.tsx","/dashboard/accounting/readiness","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\accounting\reconciliation\page.tsx","/dashboard/accounting/reconciliation","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\accounting\reports\page.tsx","/dashboard/accounting/reports","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\accounting\salary-reconciliation\page.tsx","/dashboard/accounting/salary-reconciliation","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\admin\booking-engine\page.tsx","/dashboard/admin/booking-engine","page","Admin","Platform","KNOWN","Platform administration","Admin pages","High","Platform admin UI"
"src\app\dashboard\admin\partners\[id]\edit\page.tsx","/dashboard/admin/partners/[id]/edit","page","Admin","Platform","KNOWN","Platform administration","Admin pages","High","Platform admin UI"
"src\app\dashboard\admin\partners\[id]\page.tsx","/dashboard/admin/partners/[id]","page","Admin","Platform","KNOWN","Platform administration","Admin pages","High","Platform admin UI"
"src\app\dashboard\admin\partners\analytics\page.tsx","/dashboard/admin/partners/analytics","page","Admin","Platform","KNOWN","Platform administration","Admin pages","High","Platform admin UI"
"src\app\dashboard\admin\partners\new\error.tsx","/dashboard/admin/partners/new (error)","error","Admin","Platform","KNOWN","Platform administration","Admin pages","High","Platform admin UI"
"src\app\dashboard\admin\partners\new\page.tsx","/dashboard/admin/partners/new","page","Admin","Platform","KNOWN","Platform administration","Admin pages","High","Platform admin UI"
"src\app\dashboard\admin\partners\page.tsx","/dashboard/admin/partners","page","Admin","Platform","KNOWN","Platform administration","Admin pages","High","Platform admin UI"
"src\app\dashboard\ai-copilot\layout.tsx","/dashboard/ai-copilot (layout)","layout","AI Copilot","Platform","KNOWN","Platform AI capabilities","AI Copilot pages","High","Platform AI copilot"
"src\app\dashboard\ai-copilot\page.tsx","/dashboard/ai-copilot","page","AI Copilot","Platform","KNOWN","Platform AI capabilities","AI Copilot pages","High","Platform AI copilot"
"src\app\dashboard\ai-copilot\salary-reconciliation\page.tsx","/dashboard/ai-copilot/salary-reconciliation","page","AI Copilot","Platform","KNOWN","Platform AI capabilities","AI Copilot pages","High","Platform AI copilot"
"src\app\dashboard\ai-platform\page.tsx","/dashboard/ai-platform","page","AI Copilot","Platform","KNOWN","Platform AI capabilities","AI Copilot pages","High","Platform AI copilot"
"src\app\dashboard\analytics\page.tsx","/dashboard/analytics","page","Platform Core","Platform","KNOWN","Platform monitoring/analytics","Platform pages","High","Platform core utilities"
"src\app\dashboard\architecture\page.tsx","/dashboard/architecture","page","Platform Core","Platform","KNOWN","Platform monitoring/analytics","Platform pages","High","Platform core utilities"
"src\app\dashboard\audit\page.tsx","/dashboard/audit","page","Platform Core","Platform","KNOWN","Platform monitoring/analytics","Platform pages","High","Platform core utilities"
"src\app\dashboard\automation\new\page.tsx","/dashboard/automation/new","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\automation\page.tsx","/dashboard/automation","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\bella-auto\bookings\page.tsx","/dashboard/bella-auto/bookings","page","Booking Engine","Platform","KNOWN","Cross-product booking","Booking pages/APIs","High","Platform booking engine"
"src\app\dashboard\bella-auto\customers\page.tsx","/dashboard/bella-auto/customers","page","Customer Management","Platform","KNOWN","Cross-product customer management","Customer/CRM pages","High","Platform customer management"
"src\app\dashboard\bella-auto\experience\page.tsx","/dashboard/bella-auto/experience","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","Conflicts with /automove; unclear relationship"
"src\app\dashboard\bella-auto\journeys\page.tsx","/dashboard/bella-auto/journeys","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","Conflicts with /automove; unclear relationship"
"src\app\dashboard\bella-auto\layout.tsx","/dashboard/bella-auto (layout)","layout","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","Conflicts with /automove; unclear relationship"
"src\app\dashboard\bella-auto\leads\page.tsx","/dashboard/bella-auto/leads","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","Conflicts with /automove; unclear relationship"
"src\app\dashboard\bella-auto\page.tsx","/dashboard/bella-auto","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","Conflicts with /automove; unclear relationship"
"src\app\dashboard\bella-auto\trade-in\page.tsx","/dashboard/bella-auto/trade-in","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","Conflicts with /automove; unclear relationship"
"src\app\dashboard\bella-auto\vehicles\page.tsx","/dashboard/bella-auto/vehicles","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","Conflicts with /automove; unclear relationship"
"src\app\dashboard\bella-auto\workshop\page.tsx","/dashboard/bella-auto/workshop","page","UNKNOWN","UNKNOWN","UNKNOWN","Insufficient evidence","","Low","Conflicts with /automove; unclear relationship"
"src\app\dashboard\bookings\[id]\services\page.tsx","/dashboard/bookings/[id]/services","page","Booking Engine","Platform","KNOWN","Cross-product booking","Booking pages/APIs","High","Platform booking engine"
"src\app\dashboard\bookings\page.tsx","/dashboard/bookings","page","Booking Engine","Platform","KNOWN","Cross-product booking","Booking pages/APIs","High","Platform booking engine"
"src\app\dashboard\chat\page.tsx","/dashboard/chat","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\crm\page.tsx","/dashboard/crm","page","Customer Management","Platform","KNOWN","Cross-product customer management","Customer/CRM pages","High","Platform customer management"
"src\app\dashboard\customer-intelligence\page.tsx","/dashboard/customer-intelligence","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\customer\churn-risk\page.tsx","/dashboard/customer/churn-risk","page","Customer Management","Platform","KNOWN","Cross-product customer management","Customer/CRM pages","High","Platform customer management"
"src\app\dashboard\customer\history\page.tsx","/dashboard/customer/history","page","Customer Management","Platform","KNOWN","Cross-product customer management","Customer/CRM pages","High","Platform customer management"
"src\app\dashboard\customer\lifetime-value\page.tsx","/dashboard/customer/lifetime-value","page","Customer Management","Platform","KNOWN","Cross-product customer management","Customer/CRM pages","High","Platform customer management"
"src\app\dashboard\customer\notifications\page.tsx","/dashboard/customer/notifications","page","Customer Management","Platform","KNOWN","Cross-product customer management","Customer/CRM pages","High","Platform customer management"
"src\app\dashboard\customer\page.tsx","/dashboard/customer","page","Customer Management","Platform","KNOWN","Cross-product customer management","Customer/CRM pages","High","Platform customer management"
"src\app\dashboard\customer\profile\page.tsx","/dashboard/customer/profile","page","Customer Management","Platform","KNOWN","Cross-product customer management","Customer/CRM pages","High","Platform customer management"
"src\app\dashboard\customer\segmentation\page.tsx","/dashboard/customer/segmentation","page","Customer Management","Platform","KNOWN","Cross-product customer management","Customer/CRM pages","High","Platform customer management"
"src\app\dashboard\customers\[id]\page.tsx","/dashboard/customers/[id]","page","Customer Management","Platform","KNOWN","Cross-product customer management","Customer/CRM pages","High","Platform customer management"
"src\app\dashboard\customers\page.tsx","/dashboard/customers","page","Customer Management","Platform","KNOWN","Cross-product customer management","Customer/CRM pages","High","Platform customer management"
"src\app\dashboard\data-platform\page.tsx","/dashboard/data-platform","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\decision-engine\audit\page.tsx","/dashboard/decision-engine/audit","page","Decision Engine","Platform","KNOWN","Platform decision engine","Audit/trace endpoints","High","Platform decision engine"
"src\app\dashboard\decision-engine\layout.tsx","/dashboard/decision-engine (layout)","layout","Decision Engine","Platform","KNOWN","Platform decision engine","Audit/trace endpoints","High","Platform decision engine"
"src\app\dashboard\decision-engine\trace\[traceId]\page.tsx","/dashboard/decision-engine/trace/[traceId]","page","Decision Engine","Platform","KNOWN","Platform decision engine","Audit/trace endpoints","High","Platform decision engine"
"src\app\dashboard\demo-receipt\page.tsx","/dashboard/demo-receipt","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\dental\encounters\[id]\page.tsx","/dashboard/dental/encounters/[id]","page","Dental","Product","KNOWN","Re-export from /healthcare shared UI + plugin","Layout: /dashboard/dental","High","Dental product using Healthcare shared UI"
"src\app\dashboard\dental\encounters\page.tsx","/dashboard/dental/encounters","page","Dental","Product","KNOWN","Re-export from /healthcare shared UI + plugin","Layout: /dashboard/dental","High","Dental product using Healthcare shared UI"
"src\app\dashboard\dental\page.tsx","/dashboard/dental","page","Dental","Product","KNOWN","Re-export from /healthcare shared UI + plugin","Layout: /dashboard/dental","High","Dental product using Healthcare shared UI"
"src\app\dashboard\dental\reports\clinical\page.tsx","/dashboard/dental/reports/clinical","page","Dental","Product","KNOWN","Re-export from /healthcare shared UI + plugin","Layout: /dashboard/dental","High","Dental product using Healthcare shared UI"
"src\app\dashboard\dental\reports\page.tsx","/dashboard/dental/reports","page","Dental","Product","KNOWN","Re-export from /healthcare shared UI + plugin","Layout: /dashboard/dental","High","Dental product using Healthcare shared UI"
"src\app\dashboard\dental\reports\revenue\page.tsx","/dashboard/dental/reports/revenue","page","Dental","Product","KNOWN","Re-export from /healthcare shared UI + plugin","Layout: /dashboard/dental","High","Dental product using Healthcare shared UI"
"src\app\dashboard\dental\reports\treatment\page.tsx","/dashboard/dental/reports/treatment","page","Dental","Product","KNOWN","Re-export from /healthcare shared UI + plugin","Layout: /dashboard/dental","High","Dental product using Healthcare shared UI"
"src\app\dashboard\executive\page.tsx","/dashboard/executive","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\finance\budget\page.tsx","/dashboard/finance/budget","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\finance\budget\page.tsx.backup","/dashboard/finance/budget/page.tsx.backup","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\finance\cash-flow\page.tsx","/dashboard/finance/cash-flow","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\finance\cash-flow\page.tsx.backup","/dashboard/finance/cash-flow/page.tsx.backup","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\finance\page.tsx","/dashboard/finance","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\finance\pnl\page.tsx","/dashboard/finance/pnl","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\finance\pnl\page.tsx.backup","/dashboard/finance/pnl/page.tsx.backup","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\finance\reconciliation\page.tsx","/dashboard/finance/reconciliation","page","Platform Finance / Cross-Product","AMBIGUOUS","AMBIGUOUS","No product-specific imports; shared finance services","Dashboard general context","Medium","Ambiguous: Platform Finance Core vs product-specific"
"src\app\dashboard\forecast\page.tsx","/dashboard/forecast","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\guides\[slug]\page.tsx","/dashboard/guides/[slug]","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\guides\page.tsx","/dashboard/guides","page","Dashboard General","Platform","KNOWN","General dashboard page","Cross-product dashboard","High","Platform dashboard general"
"src\app\dashboard\healthcare\accounting\page.tsx","/dashboard/healthcare/accounting","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\appointments\page.tsx","/dashboard/healthcare/appointments","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\billing\page.tsx","/dashboard/healthcare/billing","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\contracts\page.tsx","/dashboard/healthcare/contracts","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\encounters\[id]\page.tsx","/dashboard/healthcare/encounters/[id]","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\encounters\page.tsx","/dashboard/healthcare/encounters","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\finance\page.tsx","/dashboard/healthcare/finance","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\imaging\page.tsx","/dashboard/healthcare/imaging","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\imaging\viewer\page.tsx","/dashboard/healthcare/imaging/viewer","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\journeys\page.tsx","/dashboard/healthcare/journeys","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\laboratory\page.tsx","/dashboard/healthcare/laboratory","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\layout.tsx","/dashboard/healthcare (layout)","layout","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\odontogram\page.tsx","/dashboard/healthcare/odontogram","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\page.tsx","/dashboard/healthcare","page","Medical Clinic / Healthcare Shared","AMBIGUOUS","AMBIGUOUS","Plugin loader: BellaMedicalPlugin + BellaDentalPlugin","Multi-product dashboard context","Medium","Ambiguous: Medical Clinic primary vs Healthcare Shared portal"
"src\app\dashboard\healthcare\patients\[id]\page.tsx","/dashboard/healthcare/patients/[id]","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\patients\page.tsx","/dashboard/healthcare/patients","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\pharmacy\page.tsx","/dashboard/healthcare/pharmacy","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
"src\app\dashboard\healthcare\queue\page.tsx","/dashboard/healthcare/queue","page","Healthcare Shared","Platform","KNOWN","TG-2.2A: Shared Healthcare services","Re-exported by Medical/Dental products","High","Platform shared healthcare UI"
